Student Name,Roll No,ID,Mobile Number,College Name,Address,Email ID,Passing Year,Branch,Trade,Total Marks,CGPA,Grade
Khushi Char,R0748,ID00748,9389582303,Char LLC College,"H.No. 52, Krishnamurthy Marg, Dehri-785631",zoya01@gmail.com,2020,Information Technology,Structural Design,452,8.96,A
Prisha Madan,R0749,ID00749,9651474779,"Sunder, Sabharwal and Golla College","09/98, Ahluwalia Path, Dehri-885087",neelofarkoshy@wadhwa.com,2025,Information Technology,Structural Design,455,8.18,A
Badal Chaudhari,R0750,ID00750,9831585446,Devan LLC College,"H.No. 60, Saraf Road, Guna 682953",tandonaarav@hotmail.com,2021,Civil,VLSI,544,8.82,A
Anahita Lalla,R0751,ID00751,9573720275,Salvi-Rau College,"313, Chandra, Kakinada 036849",sawhneydishani@gmail.com,2020,Electronics,Structural Design,461,6.5,C
Shray Sathe,R0752,ID00752,9816617130,"Kibe, Wali and Rao College","H.No. 53, Sandhu Path, Gopalpur-870514",arnavgoel@rao.com,2023,Electrical,Networking,410,8.12,A
Hrishita Srinivas,R0753,ID00753,9784283487,Sagar-Magar College,"13, Kalla Ganj, Panihati-474222",darshit97@bedi.org,2020,Electrical,Thermodynamics,498,7.57,B
Samarth Dube,R0754,ID00754,9381942636,Thaman PLC College,"15/987, Singh Marg, Bhubaneswar-373925",stuvan06@ganguly.com,2020,Mechanical,Power Systems,559,9.28,A+
Misha Gopal,R0755,ID00755,9987151037,Vala-Rama College,"H.No. 037, Arora Road, Satara 574147",nakulkrishnan@kothari.net,2024,Computer Science,Thermodynamics,543,9.63,A+
Ira Toor,R0756,ID00756,9469391998,Baria-Sachdev College,"44/64, Jaggi Marg, Howrah-896045",lsuresh@chakrabarti.com,2025,Civil,Structural Design,597,8.95,A
Saksham Dhillon,R0757,ID00757,9573932775,Sehgal-Wason College,"35/95, Gade Nagar, Gorakhpur 250148",singhaayush@tiwari-gour.com,2023,Mechanical,Structural Design,595,8.33,A
Aarav Dhingra,R0758,ID00758,9772346350,Sachar LLC College,"57, Chana Marg, Nangloi Jat 672497",arhaansunder@mane.biz,2020,Civil,Power Systems,576,10.0,A+
Darshit Dhillon,R0759,ID00759,9623598012,Srinivas-Sarma College,"59/985, Saraf Marg, Junagadh-103766",taran66@sant.net,2024,Computer Science,Structural Design,570,8.76,A
Kabir Gulati,R0760,ID00760,9543392773,Sur-Agrawal College,"H.No. 29, Gaba Ganj, Muzaffarnagar-536713",csabharwal@dugar-issac.net,2020,Information Technology,Structural Design,451,7.89,B
Mehul Dey,R0761,ID00761,9427188763,Acharya-Chand College,"H.No. 310, Chahal Marg, Muzaffarnagar-053588",kabir59@warrior-mannan.biz,2025,Electrical,Networking,438,8.53,A
Keya Rau,R0762,ID00762,9859610170,"Chawla, Ram and Johal College","H.No. 276, Hans, Hyderabad 469903",inaaya-22@gmail.com,2021,Electrical,Structural Design,579,6.31,C
Vritika Bhargava,R0763,ID00763,9394040611,Sura-Bal College,"H.No. 282, Bajwa Street, New Delhi 098413",wableamira@thakur-lata.biz,2023,Electronics,Thermodynamics,600,8.89,A
Anya Kar,R0764,ID00764,9955560891,Korpal-Bahri College,"92/919, Chaudhari Nagar, Hubli–Dharwad 338434",hazel94@kamdar-lad.com,2024,Civil,Software Engineering,486,7.18,B
Seher Raja,R0765,ID00765,9291441058,Sachar-Dutt College,"72, Lalla Ganj, Karaikudi 411683",tanyadevi@yahoo.com,2021,Civil,Software Engineering,435,7.51,B
Nirvi Yadav,R0766,ID00766,9342509828,"Ravi, Bhatt and Sur College","54, Saha Road, Aizawl 415386",ojasrout@yahoo.com,2024,Electrical,Power Systems,532,8.39,A
Aaina Loyal,R0767,ID00767,9424220420,Handa Group College,"30, Barad Ganj, Bahraich 105242",rsavant@gmail.com,2021,Electronics,Software Engineering,471,9.33,A+
Nirvi Yadav,R0768,ID00768,9276497309,Bhatt LLC College,"83, Sanghvi, Thrissur-860184",hunarchadha@gmail.com,2020,Electrical,Power Systems,471,7.56,B
Arnav Golla,R0769,ID00769,9571775983,"Ranganathan, Dua and Mahajan College","H.No. 75, Wable Road, Hosur 447404",badamiindranil@chaudry-kala.com,2025,Electrical,Thermodynamics,425,7.5,B
Shaan Bedi,R0770,ID00770,9897488809,"Barman, Dewan and Das College","94/86, Taneja Nagar, Kollam 518008",tanyasant@gmail.com,2023,Electrical,Networking,482,6.16,C
Divyansh Ghosh,R0771,ID00771,9846098731,Devan-Borde College,"69, Varty Circle, Meerut-580965",amander@ratta-borah.com,2024,Electronics,Software Engineering,526,8.26,A
Ira Choudhury,R0772,ID00772,9784060870,Talwar Inc College,"H.No. 564, Sastry Chowk, Arrah-336272",yuvraj-shroff@gmail.com,2023,Mechanical,Power Systems,527,8.76,A
Divij Bora,R0773,ID00773,9630857283,"Vohra, Rana and Dora College","H.No. 76, Trivedi Circle, Morbi-169880",dmadan@gmail.com,2021,Information Technology,Structural Design,522,6.45,C
Jivin Sawhney,R0774,ID00774,9125600803,"Shukla, Das and Chawla College","82, Barad Street, Bijapur-182518",qjani@gmail.com,2021,Information Technology,Power Systems,496,7.02,B
Stuvan Mani,R0775,ID00775,9463959631,Gour Ltd College,"H.No. 55, Goel Street, Gudivada 569792",esankar@gmail.com,2022,Electronics,Structural Design,418,9.78,A+
Lagan Mangal,R0776,ID00776,9654224805,Konda-Agate College,"H.No. 216, Issac Road, Gulbarga 729228",hridaan90@yahoo.com,2024,Civil,VLSI,464,9.6,A+
Chirag Chaudhuri,R0777,ID00777,9928556541,Randhawa and Sons College,"89/930, Bir Street, Phusro-169081",golayuvraj@sastry.com,2021,Electrical,VLSI,572,9.53,A+
Ayesha Suri,R0778,ID00778,9848670235,"Dalal, Dhar and Hegde College","H.No. 493, Balan Marg, Bangalore 674515",mramesh@ram-varkey.com,2024,Computer Science,Power Systems,566,8.05,A
Tushar Ramanathan,R0779,ID00779,9803972896,"Karnik, Chaudhari and Chandra College","H.No. 998, Singhal Nagar, Malda-319402",riaanbhattacharyya@hotmail.com,2022,Mechanical,Structural Design,460,7.32,B
Amani Lala,R0780,ID00780,9491075161,Loke and Sons College,"509, Zacharia Circle, Giridih 539338",upadhyaydharmajan@hotmail.com,2024,Computer Science,Software Engineering,450,8.5,A
Jiya Ray,R0781,ID00781,9730013141,Ghosh-Dave College,"424, Deshmukh Marg, Farrukhabad 059633",neysa99@bobal-swaminathan.com,2020,Computer Science,Power Systems,502,8.36,A
Adira Lala,R0782,ID00782,9651974012,Handa Inc College,"269, Amble Road, Vijayawada-641396",warriorlakshit@hans.net,2021,Electrical,Structural Design,553,7.44,B
Dhruv Singh,R0783,ID00783,9480126654,Karnik and Sons College,"89/044, Chaudhary Zila, Dibrugarh 852438",swamykismat@gupta.com,2020,Computer Science,VLSI,465,9.05,A+
Raunak Ramesh,R0784,ID00784,9462925225,Kumar LLC College,"755, Ramaswamy Marg, Ulhasnagar-923306",gbalan@hotmail.com,2024,Electrical,Structural Design,442,6.61,C
Seher Comar,R0785,ID00785,9172895891,Bhandari-Kaul College,"51/508, Iyer Zila, Sri Ganganagar 063423",kanavsundaram@hotmail.com,2020,Electrical,Software Engineering,574,9.36,A+
Aayush Deo,R0786,ID00786,9680607449,Bhavsar-Sawhney College,"07/030, Zacharia Zila, Rourkela-153781",tarini76@bail-balakrishnan.info,2021,Mechanical,VLSI,440,6.72,C
Jayan Dutta,R0787,ID00787,9337013246,Tandon-Chana College,"47/42, Thakur Road, Chapra 433002",deshpandesamiha@hotmail.com,2022,Computer Science,Structural Design,559,7.08,B
Piya Kant,R0788,ID00788,9723012885,Khatri-Acharya College,"H.No. 53, Deep Circle, Tadepalligudem 362436",xganesh@hotmail.com,2020,Information Technology,Thermodynamics,546,9.35,A+
Hridaan Karpe,R0789,ID00789,9258359207,Loke Group College,"80, Baria, Bettiah-065975",sumer02@din.com,2022,Civil,Power Systems,502,7.39,B
Lakshit Khurana,R0790,ID00790,9459109081,"Bail, Agarwal and Mahal College","354, Shah Street, Jaipur 031155",nehmatbarad@yahoo.com,2023,Computer Science,Power Systems,528,9.81,A+
Aaina Ramanathan,R0791,ID00791,9972309426,Golla-Biswas College,"31/97, Bajwa Street, Jammu-764190",zsura@ganesan.net,2020,Electronics,VLSI,523,7.01,B
Rasha Sheth,R0792,ID00792,9920967483,Bose-Manne College,"H.No. 45, Gala Path, Thanjavur-629530",badal31@saxena.com,2025,Electronics,Power Systems,403,9.98,A+
Aaryahi Johal,R0793,ID00793,9626037387,Kala PLC College,"H.No. 107, Dada Chowk, Davanagere 217618",samar90@sachar.org,2025,Computer Science,Power Systems,430,6.39,C
Bhavin Tiwari,R0794,ID00794,9738014265,Srivastava-Yogi College,"02/74, Kumar Road, Dibrugarh-370521",chirag33@sachdeva-hora.com,2020,Mechanical,Networking,501,6.99,C
Tanya Varughese,R0795,ID00795,9691053297,"Ratta, Kala and Goyal College","41/473, Bala Chowk, Adoni 272289",cacharya@sani-goswami.info,2024,Civil,VLSI,431,6.1,C
Akarsh Gala,R0796,ID00796,9578232329,Buch-Sarraf College,"910, Sathe Road, Buxar 803668",ojasjayaraman@yahoo.com,2025,Mechanical,Power Systems,481,6.39,C
Charvi Sastry,R0797,ID00797,9519643527,Sachdeva PLC College,"H.No. 806, Kaul Nagar, Sikar-670640",agolla@wali.info,2023,Computer Science,Power Systems,541,7.46,B
Parinaaz Bal,R0798,ID00798,9961309770,"Jain, Mallick and Thakur College","74, Sahni Road, Pallavaram-079649",zainsood@lall-johal.com,2025,Information Technology,Thermodynamics,568,9.44,A+
Arnav Contractor,R0799,ID00799,9745187227,Kota PLC College,"257, Issac Circle, Ahmednagar-074538",zsolanki@korpal.org,2024,Civil,VLSI,404,6.56,C
Rhea Mani,R0800,ID00800,9126328409,"Sane, Mandal and Chada College","692, Seshadri Street, Gorakhpur-316831",tsathe@kadakia.com,2023,Mechanical,Software Engineering,403,7.38,B
Divyansh Doshi,R0801,ID00801,9715576375,Krish Ltd College,"02/16, Sawhney Circle, Bangalore 667716",atwalalia@gmail.com,2022,Electrical,VLSI,547,6.98,C
Nirvi Vohra,R0802,ID00802,9665640953,Bains PLC College,"H.No. 12, Dhillon Circle, Hapur 407723",ukrishna@hotmail.com,2022,Information Technology,Thermodynamics,592,6.71,C
Vidur Badami,R0803,ID00803,9916326691,Grewal LLC College,"H.No. 444, Bhalla Circle, Ulhasnagar 532706",agatecharvi@yahoo.com,2023,Information Technology,Power Systems,461,9.64,A+
Jiya Setty,R0804,ID00804,9328841345,"Sastry, Salvi and Luthra College","329, Dayal Circle, Nagpur 391893",mchad@kothari.net,2023,Information Technology,Software Engineering,531,7.7,B
Vritika Sen,R0805,ID00805,9711505568,Sharaf and Sons College,"32/73, Tella Road, Karnal-472059",raghav43@hotmail.com,2022,Electronics,Networking,434,9.94,A+
Purab Bassi,R0806,ID00806,9925078492,"Ray, Dara and Ram College","45/88, Sarraf Zila, Amritsar-199866",onkar45@hotmail.com,2022,Mechanical,Software Engineering,485,8.78,A
Kashvi Kaul,R0807,ID00807,9127762004,Venkatesh PLC College,"07, Ravi Circle, Siwan 862695",naggarwal@master-lad.net,2020,Mechanical,Thermodynamics,428,8.74,A
Uthkarsh Yohannan,R0808,ID00808,9227309788,"Seshadri, Bhandari and Sami College","87/82, Taneja Zila, Kumbakonam 409760",rohan56@hayre.com,2024,Civil,Structural Design,546,9.99,A+
Emir Bhagat,R0809,ID00809,9202321753,Saxena and Sons College,"41/37, Deshmukh Nagar, Siliguri-710618",bkala@yahoo.com,2022,Mechanical,Thermodynamics,510,8.15,A
Umang Kannan,R0810,ID00810,9690720267,Rajagopal-Sood College,"07/475, Gokhale, Muzaffarnagar 983802",venkataramanshray@arora-khare.net,2025,Information Technology,Software Engineering,553,6.12,C
Reyansh Rout,R0811,ID00811,9892554287,Kalita-Sarna College,"83/008, Deep Chowk, Varanasi 914686",priyanshshetty@mammen.info,2020,Civil,Thermodynamics,466,8.08,A
Bhamini Bal,R0812,ID00812,9125746631,Bumb-Rao College,"H.No. 08, Ray Chowk, Dehradun-743120",ira77@kapoor.org,2023,Electrical,Thermodynamics,411,9.61,A+
Misha Madan,R0813,ID00813,9693340172,Sankar-Chad College,"H.No. 99, D’Alia, Mau-623631",joshizaina@gmail.com,2025,Electrical,VLSI,438,6.12,C
Nirvaan Rajagopalan,R0814,ID00814,9692815847,Srinivasan-Barad College,"98/14, Raj Road, Jaunpur-246431",manneryan@yahoo.com,2021,Civil,Structural Design,403,8.7,A
Pihu Bhasin,R0815,ID00815,9210822840,Agate Group College,"90, Iyer Path, Bhiwani-719744",vaibhav54@ramesh-chawla.com,2023,Civil,Thermodynamics,591,6.43,C
Stuvan Wali,R0816,ID00816,9548046279,"Shanker, Raja and Deshpande College","40/020, Hari Circle, Tumkur-155267",ayesha61@yahoo.com,2023,Civil,Software Engineering,473,9.82,A+
Baiju Hegde,R0817,ID00817,9890771540,Virk-Choudhry College,"H.No. 732, Comar, Khora -449130",jayant26@gmail.com,2020,Computer Science,Power Systems,441,8.07,A
Pari Kunda,R0818,ID00818,9581105237,Kanda Inc College,"H.No. 38, Srinivas Ganj, Vijayanagaram-058396",magarkavya@hotmail.com,2025,Information Technology,Software Engineering,474,6.21,C
Sana Tank,R0819,ID00819,9932927542,Yadav PLC College,"858, Ganguly Nagar, Mira-Bhayandar 186776",salvibhamini@din-apte.com,2021,Mechanical,Structural Design,413,8.36,A
Kavya Dash,R0820,ID00820,9496338974,Balay LLC College,"00/273, Chowdhury Zila, Amroha-751885",dattabaiju@gmail.com,2020,Computer Science,Thermodynamics,599,9.11,A+
Vidur Bajaj,R0821,ID00821,9347585088,Choudhry-Koshy College,"H.No. 954, Goyal Zila, Bhusawal-411714",raunakchoudhry@shukla-badami.com,2020,Electronics,Power Systems,426,7.84,B
Zoya Varughese,R0822,ID00822,9569152556,Tak and Sons College,"360, Kibe Ganj, Ahmednagar 685349",okohli@gmail.com,2022,Information Technology,VLSI,419,7.33,B
Piya Gandhi,R0823,ID00823,9861175555,Madan LLC College,"H.No. 00, Master Circle, Mango 908844",gangulypranay@yahoo.com,2023,Mechanical,Software Engineering,597,7.51,B
Miraya Sani,R0824,ID00824,9116674580,"Varkey, Balasubramanian and Kanda College","H.No. 626, Gupta Zila, Etawah-342257",eva70@gmail.com,2025,Computer Science,Software Engineering,559,7.85,B
Aarna Dugar,R0825,ID00825,9846451752,"Rau, Yadav and Basu College","H.No. 12, Swamy Chowk, Nagpur 489778",dasshamik@yahoo.com,2022,Computer Science,Power Systems,567,8.36,A
Jiya Chaudhary,R0826,ID00826,9478168983,"Chatterjee, Cherian and Dasgupta College","97/893, Arya Ganj, Kozhikode-664313",chanaurvi@yahoo.com,2020,Electrical,VLSI,539,6.61,C
Indrans Rout,R0827,ID00827,9428188413,Mahal LLC College,"897, Borah Street, Bhatpara 368477",drishyakonda@sarin.com,2025,Mechanical,Networking,512,7.28,B
Yashvi Shetty,R0828,ID00828,9316040116,Chokshi PLC College,"92/06, Sant Nagar, Sasaram 940571",rasha50@brar-borde.info,2021,Civil,Structural Design,538,8.2,A
Devansh Mand,R0829,ID00829,9966795438,"Roy, Handa and Kaul College","971, Chopra Street, Kishanganj 025793",priyansh06@sandhu.net,2022,Electronics,VLSI,437,9.22,A+
Raghav Gola,R0830,ID00830,9916319896,"Devi, Varghese and Deshpande College","H.No. 298, Koshy Nagar, Tiruvottiyur-570904",jaggipiya@deep.com,2023,Computer Science,Thermodynamics,594,8.76,A
Heer Kaur,R0831,ID00831,9435673307,"Kapoor, Chhabra and Dara College","71/368, Tella Chowk, Ambala-876625",dorabhavin@hotmail.com,2024,Information Technology,Power Systems,570,9.74,A+
Nayantara Dada,R0832,ID00832,9581395293,Chaudhuri Group College,"H.No. 213, Sastry Ganj, Silchar-759995",balimyra@babu.biz,2021,Civil,VLSI,434,6.97,C
Ira Mand,R0833,ID00833,9835889323,"Madan, Vasa and Badami College","199, Tak Chowk, Bihar Sharif-632943",dhingrashray@chawla.com,2024,Mechanical,Software Engineering,566,6.28,C
Pranay Vaidya,R0834,ID00834,9687702117,Kibe-Borra College,"61/38, Wason Path, Phusro 933976",lokemannat@gmail.com,2020,Electrical,Thermodynamics,460,9.22,A+
Ishaan Ramakrishnan,R0835,ID00835,9707710564,Bera Inc College,"82, Bhardwaj Zila, Alappuzha-880737",reyansh06@gmail.com,2022,Electrical,Networking,548,7.03,B
Charvi Gara,R0836,ID00836,9430055662,"Savant, Chakrabarti and Garg College","H.No. 850, Buch Circle, Morena-799864",fateh40@sant-rattan.net,2020,Electrical,Structural Design,576,9.68,A+
Raunak Acharya,R0837,ID00837,9841347280,"Bahl, Lalla and Manda College","H.No. 031, Kurian Chowk, Kanpur-779980",toormiraya@gmail.com,2021,Mechanical,Networking,598,7.28,B
Miraya Buch,R0838,ID00838,9457313605,Dhar-Sarkar College,"07/33, Kaul Nagar, Ambarnath-072231",deolaayush@gulati.com,2021,Civil,Power Systems,402,6.79,C
Shayak Sanghvi,R0839,ID00839,9714706806,Sachar-Ghose College,"H.No. 70, Date Path, Nagercoil 902887",pranay64@dayal-sanghvi.com,2022,Mechanical,Software Engineering,504,9.2,A+
Saksham Wali,R0840,ID00840,9364020728,Sharma-Luthra College,"57/787, Gala Ganj, Gwalior-533283",nehmat22@gaba.org,2020,Computer Science,Software Engineering,404,7.93,B
Nishith Apte,R0841,ID00841,9778001602,"Kashyap, Bains and Sathe College","59, Vaidya Marg, Buxar 846685",lagansalvi@hotmail.com,2020,Civil,Software Engineering,518,9.7,A+
Anika Sethi,R0842,ID00842,9702049041,Mahajan LLC College,"H.No. 047, Rana Zila, Durg-948238",rohan77@yahoo.com,2023,Electrical,Thermodynamics,438,9.31,A+
Trisha Chakrabarti,R0843,ID00843,9375969835,Dora Inc College,"130, Shroff Marg, Purnia-871120",hreddy@sodhi.org,2025,Mechanical,Thermodynamics,405,9.38,A+
Mehul Issac,R0844,ID00844,9694256454,Shukla LLC College,"H.No. 443, Sankaran Path, Bijapur-365108",kiarasandhu@hotmail.com,2021,Computer Science,Structural Design,475,7.86,B
Sara Gulati,R0845,ID00845,9230615277,Varughese-Bir College,"78/319, Dasgupta Circle, Jamnagar 194660",wvarty@agarwal-babu.com,2025,Computer Science,Thermodynamics,520,6.41,C
Vaibhav Yogi,R0846,ID00846,9827759517,Garg Group College,"96, Barman Street, Bardhaman-105312",ira39@bath.com,2023,Civil,Power Systems,489,9.37,A+
Diya Iyengar,R0847,ID00847,9688908149,"Luthra, Khurana and Contractor College","47/696, Behl Marg, Bareilly-376613",zeeshanmall@hotmail.com,2023,Computer Science,Networking,510,9.01,A+
Dhanush Barman,R0848,ID00848,9960093428,Singhal-Madan College,"H.No. 56, Bawa Ganj, Eluru-298952",kotharividur@acharya.com,2025,Computer Science,Power Systems,474,8.24,A
Vritika Mannan,R0849,ID00849,9938864196,"Saraf, Sangha and Char College","45/88, Khalsa Road, Nashik-794790",samar52@hotmail.com,2022,Electronics,Thermodynamics,497,9.2,A+
Eva Tank,R0850,ID00850,9954984374,"Suri, Uppal and Srinivas College","69/38, Yogi Zila, Sonipat-004702",ichopra@srinivas-sankaran.com,2024,Mechanical,Software Engineering,502,9.7,A+
Aarav Thaman,R0851,ID00851,9321226150,"Saran, Borah and Kadakia College","145, Yohannan Road, Navi Mumbai 041673",divijsachdeva@subramaniam.com,2024,Civil,Thermodynamics,518,8.45,A
Ivan Balay,R0852,ID00852,9916893812,Mani-Bhatt College,"H.No. 39, Wable, Lucknow 985873",keya06@hotmail.com,2024,Civil,Power Systems,551,9.76,A+
Ahana  Chandra,R0853,ID00853,9378573745,"Dua, Sule and Singhal College","87/72, Bhattacharyya Road, Kishanganj 994322",dishaniramakrishnan@venkatesh.com,2023,Mechanical,Thermodynamics,523,6.13,C
Indranil Kunda,R0854,ID00854,9203401567,Krish-Sule College,"H.No. 331, Mani, Tezpur-896292",abram80@kala-balakrishnan.com,2024,Civil,Thermodynamics,545,7.47,B
Vritika Kade,R0855,ID00855,9577851671,Bali-Tank College,"89/14, Keer Circle, Ghaziabad 748219",contractorzeeshan@yahoo.com,2021,Information Technology,Thermodynamics,431,10.0,A+
Aniruddh Sen,R0856,ID00856,9253185280,Chawla PLC College,"75/869, Balasubramanian Chowk, Mysore 175995",shaangill@yahoo.com,2021,Computer Science,Software Engineering,494,6.55,C
Nitya Kapur,R0857,ID00857,9957798279,"Sane, Sastry and Varty College","H.No. 04, Ratta, Karnal 510815",lkale@yahoo.com,2020,Civil,Software Engineering,549,7.96,B
Pari Shanker,R0858,ID00858,9958494389,Shenoy-Aggarwal College,"88/937, Agrawal Marg, Nellore 314741",ryansagar@yahoo.com,2024,Information Technology,VLSI,490,9.59,A+
Divij Dhar,R0859,ID00859,9232993838,"Sawhney, Thakur and Saxena College","20, Virk Street, Danapur 734547",surbiju@wason-venkataraman.org,2021,Information Technology,Software Engineering,425,9.26,A+
Stuvan Borra,R0860,ID00860,9787957122,"Seth, Chakrabarti and Mandal College","90, Lal Marg, Sambalpur-114573",bhavinbhat@deol-ramesh.biz,2024,Civil,Software Engineering,565,9.72,A+
Shaan Buch,R0861,ID00861,9246163397,Kurian PLC College,"18/83, Gara Street, Salem-900696",venkataramankabir@hotmail.com,2020,Electronics,Networking,559,10.0,A+
Divij Halder,R0862,ID00862,9953518576,"Bava, Sood and Din College","80/245, Char Street, Khammam-057483",zshroff@sachdev.com,2025,Electronics,Power Systems,467,9.74,A+
Zeeshan Wali,R0863,ID00863,9523168156,"Biswas, Roy and Buch College","04, Master Circle, Erode-131031",isubramaniam@ratti.com,2023,Electrical,Power Systems,514,6.32,C
Nehmat Sankar,R0864,ID00864,9980536916,Sharma-Wason College,"H.No. 96, Sehgal Chowk, Farrukhabad-084092",sahilvarghese@yahoo.com,2023,Electronics,Power Systems,493,6.37,C
Reyansh Dixit,R0865,ID00865,9189385405,Chacko-Rau College,"H.No. 247, Krishnamurthy Path, Jalgaon 606289",dharmajandave@hotmail.com,2020,Electronics,VLSI,549,6.71,C
Amira Khare,R0866,ID00866,9613157701,"Gopal, Shanker and Bahri College","73, Rau Zila, Haridwar 186518",dharmajanandra@dalia.com,2025,Electronics,Power Systems,480,8.12,A
Madhav Ben,R0867,ID00867,9708921761,Roy-Bhandari College,"56, Datta Ganj, Hindupur 978699",ishaansama@gmail.com,2022,Civil,Structural Design,479,9.88,A+
Jivika D’Alia,R0868,ID00868,9288297065,Sibal Group College,"962, Andra Nagar, Silchar-095699",kallalavanya@yahoo.com,2021,Mechanical,VLSI,498,7.81,B
Ryan Shukla,R0869,ID00869,9758154036,"Seth, Jaggi and Sarkar College","77/786, Verma, Korba 114038",bhattmanjari@datta-vaidya.info,2025,Civil,VLSI,465,9.57,A+
Kavya Jha,R0870,ID00870,9591450096,Rout LLC College,"86/59, Manne Chowk, Jalna-346120",wyadav@yahoo.com,2025,Electrical,Networking,541,9.7,A+
Hansh Sheth,R0871,ID00871,9288731941,Kadakia-Sandhu College,"50, Baria Road, Gorakhpur-909042",shuklazeeshan@kurian-baral.com,2020,Computer Science,Thermodynamics,582,8.95,A
Shanaya Karan,R0872,ID00872,9271136329,"Kunda, Halder and Ratti College","29/709, Chaudry Nagar, Serampore 397876",kadakiadhruv@dubey.com,2022,Mechanical,Networking,496,7.46,B
Yakshit Dash,R0873,ID00873,9979802104,Loke-Sahota College,"89, Sarma, Imphal-031624",adahchacko@yahoo.com,2023,Information Technology,Networking,460,9.33,A+
Misha Kara,R0874,ID00874,9857938004,"Shah, Dey and Sarin College","991, Bhat Marg, Etawah 634372",abram74@gmail.com,2021,Electronics,Thermodynamics,557,8.83,A
Arnav Master,R0875,ID00875,9340040222,"Rana, Deol and Goel College","H.No. 441, Ravel Path, Bellary 505877",yohannanalia@yahoo.com,2022,Information Technology,Thermodynamics,544,7.78,B
Kimaya Tiwari,R0876,ID00876,9958333779,"Garde, Chakraborty and Ghose College","504, Thakkar Marg, Cuttack 672738",yvohra@rajagopalan-cheema.net,2021,Electronics,Software Engineering,432,7.67,B
Yashvi Ravi,R0877,ID00877,9309968822,"Khalsa, Madan and Ranganathan College","44/08, Swaminathan Zila, Asansol-359111",sahil86@kalita.com,2025,Computer Science,VLSI,521,8.33,A
Tiya Sha,R0878,ID00878,9773845929,Halder PLC College,"H.No. 20, Borra, Raipur 456538",bhamini93@dhillon.com,2023,Information Technology,Power Systems,416,8.07,A
Saksham Dhaliwal,R0879,ID00879,9764384420,Bobal-Dara College,"H.No. 330, Thaman Path, Kishanganj 294984",orau@hotmail.com,2022,Electronics,Software Engineering,466,6.91,C
Urvi Deshmukh,R0880,ID00880,9761928328,Ray-Bhatt College,"30, Ramaswamy, Bahraich-728188",priyansh52@gmail.com,2021,Information Technology,Networking,446,6.75,C
Aarna Kara,R0881,ID00881,9593841279,"Atwal, Bhakta and Chahal College","H.No. 069, Anand Chowk, Kadapa 542400",bhamini05@hotmail.com,2022,Mechanical,Structural Design,519,9.47,A+
Umang Madan,R0882,ID00882,9581934399,Sura Ltd College,"293, Divan Circle, Kozhikode-098032",hirandada@keer.com,2022,Computer Science,Power Systems,410,8.84,A
Aaina Soni,R0883,ID00883,9228852274,Biswas-Thakkar College,"H.No. 75, Divan Zila, Giridih-291572",dharmishti@gmail.com,2025,Mechanical,Networking,539,7.96,B
Dishani Madan,R0884,ID00884,9929097344,Sastry Ltd College,"H.No. 45, Krishna Path, Bihar Sharif-726515",thakkarjiya@arya.com,2024,Mechanical,Software Engineering,470,6.6,C
Advika Sahni,R0885,ID00885,9388290136,"Chana, Bala and Kadakia College","H.No. 54, Chand Ganj, Noida-990383",otripathi@gmail.com,2023,Civil,Thermodynamics,516,7.19,B
Tarini Mall,R0886,ID00886,9979756959,Lanka-Chada College,"697, Chopra, Loni 598578",fchahal@sagar.com,2022,Computer Science,Power Systems,584,6.95,C
Yuvraj  Ramakrishnan,R0887,ID00887,9488560966,Trivedi Ltd College,"62/62, Bala Ganj, Ichalkaranji-716792",ravalrohan@yahoo.com,2021,Information Technology,Power Systems,402,8.94,A
Farhan Mandal,R0888,ID00888,9792519770,"Dugar, Buch and Bhargava College","434, Grewal Street, Aligarh 224680",vorashray@krish.com,2024,Civil,Thermodynamics,584,9.99,A+
Vaibhav Sandhu,R0889,ID00889,9242932306,"Bajaj, Walla and Rout College","14, Ganesan, Proddatur-174979",oorja61@gade.com,2022,Electronics,VLSI,518,8.12,A
Krish Reddy,R0890,ID00890,9816379437,Magar and Sons College,"H.No. 441, Manne Zila, Bhilwara-720077",anikasridhar@yahoo.com,2024,Computer Science,Networking,414,7.86,B
Azad Devan,R0891,ID00891,9675078089,"Batta, Sheth and Sarin College","29, Balay, Noida 643374",cbali@gmail.com,2021,Mechanical,Software Engineering,492,7.44,B
Purab Ganguly,R0892,ID00892,9398175851,Trivedi-Banerjee College,"H.No. 801, Datta Path, Sri Ganganagar-100815",ishaan51@manda-sule.com,2025,Computer Science,Networking,540,7.21,B
Anahi Keer,R0893,ID00893,9124317435,"Sachar, Sankaran and Gera College","191, Kumar Path, Berhampore 056970",agrawalcharvi@amble.com,2021,Civil,Thermodynamics,403,7.56,B
Aaryahi Bail,R0894,ID00894,9525212998,Gulati-Agarwal College,"264, Mani Zila, Srinagar-406916",priyanshchandra@hotmail.com,2022,Civil,VLSI,404,8.02,A
Samaira Baria,R0895,ID00895,9958008413,Kapadia Inc College,"65, Deo Path, Karaikudi-731176",bassibhavin@hotmail.com,2024,Civil,Structural Design,435,6.44,C
Parinaaz Dave,R0896,ID00896,9440633090,Vala Group College,"02/93, Gulati Nagar, Thanjavur-580886",qchopra@yahoo.com,2024,Mechanical,Software Engineering,472,8.3,A
